3,0,1730,386,190,184
3,1,1214,464,156,190
3,2,0,544,64,238
4,0,1726,386,112,114
4,2,0,470,68,314
4,1,1212,500,110,154
5,2,0,252,152,322
5,0,1692,382,228,198
5,1,1212,464,164,190
5,9,0,470,78,314
5,10,1768,566,94,166
6,0,1720,384,200,186
6,1,1212,462,166,192
6,2,5.760002136230469,299.1591194817804,152,322
7,2,0,236,164,554
7,0,1694,370,226,210
7,1,1212,462,170,192
8,2,0,232,210,558
8,0,1694,346,226,234
8,1,1212,462,172,196
9,2,0,232,210,624
9,0,1694,370,226,212
9,1,1212,460,172,198
10,2,0,232,210,624
10,0,1688,372,232,218
10,1,1212,460,176,198
11,2,0,232,210,348
11,0,1684,346,236,248
11,1,1212,460,176,198
11,29,0,544,108,240
12,2,0,232,210,348
12,0,1696,344,224,250
12,1,1212,460,176,200
12,29,0,544,108,240
13,2,0,232,210,552
13,0,1694,368,226,250
13,1,1212,460,178,200
14,2,0,226,192,564
14,0,1720,372,200,258
14,1,1212,458,178,202
15,2,0,236,192,634
15,0,1694,340,226,378
15,1,1212,458,186,202
15,43,1676,510,118,234
15,44,734,512,110,180
16,2,0,236,196,620
16,0,1692,336,228,382
16,1,1212,460,186,200
16,44,734,488,110,204
16,43,1676.0,510.0,118,234
17,2,0,238,236,618
17,0,1690,334,230,330
17,1,1212,460,186,200
17,44,734,488,110,202
17,43,1673.3599853515625,510.0,118,234
18,2,0,238,236,672
18,0,1662,330,258,414
18,1,1212,462,252,198
18,44,730,522,114,170
18,43,1673.019989013747,510.0,118,234
19,2,0,240,234,664
19,0,1662,328,258,390
19,1,1212,462,252,198
19,44,728,522,116,170
19,43,1672.939987182606,512.4000244140625,118,234
20,2,0,240,232,664
20,0,1650,318,270,434
20,1,1212,462,252,198
20,44,728,488,116,204
20,43,1672.6499862670098,514.4400329589345,118,234
21,2,0,240,242,664
21,0,1658,318,262,436
21,1,1212,462,252,198
21,44,728,488,116,204
21,43,1672.504985809214,514.0800323485618,118,234
22,2,0,242,242,662
22,0,1658,320,262,436
22,1,1212,462,252,200
22,44,728,488,116,204
22,43,1670.2324733732864,517.4400405883018,118,234
23,2,0,240,242,662
23,0,1646,318,274,440
23,1,1212,462,252,200
23,44,734,488,110,204
23,43,1668.746226310596,516.9600410460617,118,234
24,2,0,240,242,662
24,0,1644,318,276,444
24,1,1212,462,206,200
24,44,744,488,100,204
24,43,1665.4971671103056,517.4400424956449,118,234
25,2,0,240,246,662
25,0,1642,320,278,444
25,1,1218,462,200,200
25,44,744,488,96,204
25,43,1663.0845820902384,517.6800432204365,118,234
26,2,0,238,246,668
26,0,1642,320,278,446
26,1,1228,462,186,200
26,44,744,488,96,204
26,43,1660.9742978809861,517.8000435828322,118,234
27,2,20,236,224,666
27,0,1638,320,282,446
27,1,1260,462,154,200
27,44,744,496,96,196
27,96,0,544,104,362
27,43,1656.8491637109303,515.2200596331708,118,234
28,2,20,234,256,668
28,0,1618,318,302,450
28,1,1260,462,154,200
28,44,744,496,94,196
29,2,20,234,264,668
29,0,1618,318,302,452
29,1,1260,462,154,200
29,44,744,496,94,196
29,106,0,540,112,366
30,2,20,232,290,670
30,0,1618,318,302,452
30,1,1260,462,154,200
30,44,744,496,94,196
31,2,20,232,304,670
31,0,1636,318,284,452
31,1,1260,462,154,200
31,44,744,496,92,196
31,116,0,542,112,364
32,2,20,234,318,668
32,0,1634,316,286,454
32,1,1262,462,152,200
32,44,744,496,92,196
33,2,20,238,334,664
33,0,1636,314,284,456
33,1,1262,462,152,200
33,44,744,496,90,196
33,126,0,540,112,366
34,2,14,252,348,650
34,0,1636,312,284,458
34,1,1262,462,152,200
34,44,744,496,90,196
34,126,0.0,540.0,112,366
35,2,22,266,428,636
35,0,1636,308,284,462
35,1,1262,462,150,200
35,126,0.0,540.0,112,366
36,0,1636,306,284,464
36,2,20,326,434,576
36,1,1266,462,148,200
36,126,0.0,540.0,112,366
37,0,1632,306,288,470
37,2,0,334,454,530
37,1,1284,462,132,200
37,126,0.0,540.0,112,366
38,0,1632,306,288,474
38,2,0,340,466,566
38,1,1286,466,130,196
38,147,146,758,86,144
38,126,0.0,540.0,112,366
39,0,1624,306,296,474
39,2,0,344,246,270
39,1,1286,466,130,196
39,152,224,558,254,306
39,126,0.0,540.0,112,366
40,0,1618,306,302,482
40,2,0,344,242,224
40,1,1292,476,126,186
40,126,0,494,112,412
40,152,242,558,240,306
40,159,150,766,96,136
41,0,1626,308,294,484
41,2,0,344,242,228
41,1,1294,478,126,184
41,126,0,510,56,280
41,152,168,558,314,342
42,0,1616,308,304,486
42,2,0,344,244,228
42,1,1294,478,124,184
42,126,0,540,112,366
42,152,274,552,208,312
43,0,1614,308,306,488
43,152,376,424,142,132
43,1,1294,478,124,184
43,174,262,556,220,316
43,2,-0.016901145643315685,343.99329272525097,244,228
