6,0,1344,506,112,252
6,1,1526,546,60,180
7,0,1344,544,98,216
7,1,1520,558,68,170
8,0,1344,506,102,258
8,1,1528,556,64,172
9,0,1344,506,208,258
9,1,1526,554,72,174
10,0,1344,508,208,254
10,1,1526,554,80,174
11,0,1344,506,270,256
12,0,1344,504,192,260
12,12,1524,554,102,168
13,0,1344,502,180,262
13,12,1524,542,114,184
15,16,1344,532,310,232
16,16,1344,504,330,260
17,16,1344,466,330,346
18,16,1452,484,264,330
18,20,1344,502,216,262
20,22,1344,416,402,406
21,22,1344,416,402,406
21,24,514,490,64,242
22,22,1344,416,400,406
23,22,1344,416,400,408
23,27,516,490,60,242
24,22,1344,410,390,416
24,27,518,432,96,258
25,22,1548,406,198,420
25,27,518,432,96,270
25,32,1344,534,212,254
26,22,1548,404,216,422
26,27,510,432,104,270
26,32,1346,534,214,254
27,22,1560,402,222,424
27,27,512,432,104,270
27,32,1346,534,214,254
28,22,1572,382,224,444
28,27,518,428,98,274
28,32,1350,534,216,258
29,22,1578,382,232,444
29,27,518,426,100,276
29,32,1418,534,160,258
30,22,1586,382,236,446
30,27,526,426,94,276
30,32,1418,534,170,258
31,22,1592,402,244,428
31,27,440,426,182,276
31,32,1422,534,166,258
32,22,1600,450,308,384
32,27,444,460,146,242
32,32,1430,534,156,258
33,22,1608,456,312,370
33,27,444,476,146,226
33,32,1430,534,156,258
34,27,440,426,222,276
34,32,1452,534,134,232
34,22,1618,568,302,260
35,27,440,442,150,308
35,32,1452,534,132,232
35,22,1626,570,294,290
36,27,440,426,234,276
36,32,1452,534,128,232
36,22,1634,572,286,294
37,27,440,426,258,330
37,32,1452,534,128,232
37,22,1636,572,284,284
38,27,442,426,256,260
38,32,1452,534,134,232
38,22,1636,574,284,298
39,27,442,426,260,330
39,32,1452,534,132,232
39,22,1638,580,282,300
40,27,442,482,148,276
40,32,1454,534,132,232
40,22,1644,628,276,256
41,27,576,426,186,166
41,79,442,482,148,278
41,22,1656,630,264,254
42,27,576,436,186,156
42,79,442,482,150,278
42,22,1664,632,256,256
43,27,576,436,186,156
43,79,442,444,148,316
43,22,1678,628,242,260
44,27,576,434,184,158
44,79,498,480,92,220
44,22,1698,630,222,258
45,90,1772,394,98,142
45,27,576,434,186,160
45,79,498,478,94,222
45,22,1720,634,200,254
46,90,1780,390,94,146
46,27,574,434,190,280
46,79,502,478,88,222
46,22,1742,634,178,250
47,27,574,440,196,274
47,79,534,478,58,222
47,22,1766,636,154,248
48,27,574,440,170,274
48,22,1796,634,124,254
49,27,574,440,198,222
49,22,1818,634,102,254
50,27,576,440,196,274
50,22,1826,450,94,188
50,107,1828,638,92,250
51,27,576,430,198,282
51,22,1836,450,84,188
51,107,1828,654,92,234
52,27,576,430,200,282
52,22,1856,462,64,178
52,107,1828,656,92,232
53,27,576,430,202,282
53,22,1864,444,56,194
53,107,1828,658,92,230
54,27,582,430,196,264
54,22,1862,458,58,180
54,107,1830,658,90,230
55,27,596,442,186,252
55,107,1830,660,90,228
56,27,596,442,184,224
56,107,1834,660,86,228
57,27,600,440,182,152
57,107,1838,662,82,226
58,27,582,430,200,162
58,107,1840,726,80,162
59,27,582,428,200,166
60,27,582,428,200,166
61,27,606,448,178,144
62,27,606,448,178,144
63,27,606,448,178,144
64,27,606,448,180,146
65,27,606,448,180,150
66,27,606,448,180,226
67,27,606,448,182,226
68,27,482,442,184,288
68,138,610,448,178,226
69,27,516,442,150,288
69,138,606,448,184,226
70,27,516,442,132,286
70,138,696,452,94,222
71,138,698,452,94,222
71,27,458,502,170,226
72,27,458,442,178,286
72,138,698,452,96,222
73,27,460,442,206,288
73,138,672,450,124,224
74,138,710,452,88,222
74,27,460,496,206,234
75,138,710,452,90,222
75,27,460,496,206,234
76,138,706,452,94,222
76,27,514,498,152,232
77,138,674,450,128,224
77,27,460,498,222,232
78,27,462,442,220,288
78,138,704,454,98,222
79,138,708,454,96,222
79,27,514,470,130,260
80,138,716,452,88,226
80,27,514,470,132,266
81,138,714,456,90,222
81,27,514,470,134,270
82,138,706,454,98,224
82,27,512,472,138,270
83,138,706,456,100,222
83,27,512,472,154,272
84,138,706,456,104,224
84,27,512,470,142,276
85,138,706,454,106,226
85,27,512,466,142,280
86,138,706,452,106,228
86,27,516,468,150,278
87,138,706,444,108,236
87,27,518,468,138,328
88,138,706,454,110,226
88,27,516,470,142,328
89,138,706,456,112,224
89,27,514,472,144,328
90,27,548,424,110,262
90,138,706,454,116,226
91,27,548,424,132,264
91,138,706,454,118,226
92,138,722,450,104,230
92,27,574,460,84,226
93,138,722,450,104,232
93,27,574,472,110,220
94,138,722,450,106,232
95,138,724,454,106,228
95,191,574,472,98,240
96,138,694,450,138,292
97,138,694,452,140,290
98,138,696,448,136,294
98,195,534,558,102,190
99,138,698,444,138,298
99,195,534,562,106,186
100,138,694,444,142,298
101,138,694,444,144,298
102,138,692,452,148,290
103,138,690,452,150,290
104,138,686,450,156,292
105,138,680,452,162,290
106,138,674,452,170,290
107,138,680,452,164,290
108,138,684,452,162,290
109,138,752,452,94,246
109,208,674,602,68,144
110,138,754,452,92,246
111,138,756,452,92,246
112,138,756,448,94,250
112,212,636,458,108,298
113,138,756,444,94,254
114,138,756,442,96,256
115,138,756,442,100,256
116,138,746,442,112,256
117,138,746,440,116,258
118,138,746,442,122,256
119,138,746,444,122,256
120,138,764,442,108,258
121,138,764,444,110,258
122,138,764,444,114,260
123,138,764,444,116,260
124,138,764,498,118,206
125,138,764,450,118,256
126,138,764,452,120,254
127,138,760,452,126,256
128,138,760,442,126,266
128,229,500,444,136,176
129,138,760,440,128,268
129,229,500,444,136,172
130,138,762,438,130,270
130,229,500.0,444.0,136,172
131,138,764,440,128,268
