7,0,1088,212,68,134
7,1,218,366,100,164
8,0,1082,212,74,148
8,1,218,364,102,158
9,0,1042,212,114,164
9,1,216,362,104,160
10,0,1042,214,114,158
10,1,214,364,106,156
11,0,1042,214,114,166
11,1,212,364,108,156
12,0,1042,214,114,172
12,1,212,362,108,216
12,12,1100,978,98,102
13,0,1064,214,92,172
13,1,212,372,108,200
13,12,1100,978,96,102
14,0,1044,214,112,172
14,1,210,372,110,148
14,12,1100,976,100,104
15,1,210,370,110,150
15,12,1100,976,102,104
15,0,1045.4211469910485,211.55656464935075,112,172
16,0,1042,136,62,242
16,1,208,370,112,150
16,12,1100,976,102,104
17,1,208,370,112,150
17,12,1100,976,102,104
17,0,1040.1934003334154,155.9255593369914,62,242
18,26,488,138,112,112
18,1,206,370,114,152
18,0,1037.424032845221,145.94636323720601,62,242
19,26,490,138,110,116
19,0,1036,152,68,226
19,1,206,370,114,152
19,31,1104,976,100,104
20,26,488,138,112,114
20,0,1030,150,74,228
20,1,204,370,116,152
20,31,1102,976,104,104
21,26,488,138,112,114
21,0,1024,160,80,218
21,1,204,370,116,152
21,31,1102,978,106,102
22,26,488,138,112,198
22,0,1018,152,86,226
22,1,204,370,116,152
22,31,1102,978,108,102
23,26,490,138,110,198
23,0,1012,152,92,226
23,1,204,370,116,154
23,31,1102,978,110,102
24,26,490,138,110,198
24,0,1010,154,94,222
24,50,1384,214,124,120
24,1,202,380,118,156
24,31,1102,978,112,102
25,26,484,138,116,198
25,0,992,154,112,220
25,1,202,378,118,158
25,31,1104,978,112,102
26,26,486,138,114,202
26,0,988,154,116,218
26,59,1382,234,126,98
26,1,202,378,118,160
26,31,1104,978,114,102
27,26,484,138,114,206
27,0,988,156,116,216
27,59,1382,232,126,98
27,1,200,374,118,190
27,31,1104,980,116,100
28,26,482,138,116,198
28,0,988,158,116,214
28,59,1380,232,128,96
28,1,200,374,118,202
28,31,1104,980,118,100
29,26,480,138,118,198
29,0,988,158,116,214
29,59,1380,232,128,96
29,1,198,374,118,200
29,31,1104,980,120,100
30,26,490,138,108,212
30,0,1028,160,76,146
30,59,1378,230,130,100
30,1,198,372,118,148
31,26,478,138,120,214
31,0,1026,160,78,152
31,59,1376,230,148,116
31,1,196,372,120,202
32,26,488,138,110,198
32,0,1026,160,78,150
32,1,196,372,120,198
33,26,478,138,120,182
33,0,1026,160,78,150
33,1,194,372,122,154
33,91,0,814,60,204
34,26,488,140,110,160
34,0,1026,160,78,150
34,1,192,370,124,196
35,26,490,140,108,212
35,0,1026,160,78,154
35,1,190,370,124,196
35,98,0,812,60,198
36,26,490,142,108,158
36,0,1028,160,76,152
36,1,188,372,126,156
36,98,0,810,62,194
37,26,490,158,108,130
37,0,1028,160,74,156
37,1,190,372,122,194
37,98,0,808,62,194
38,26,490,158,108,130
38,0,1030,160,72,156
38,1,188,372,124,194
38,98,0,808,62,192
39,26,378,52,130,142
39,112,490,158,108,132
39,0,1028,160,74,156
39,114,1364,232,162,116
39,1,186,370,124,196
39,98,0,806,62,194
40,26,378,50,130,148
40,112,490,158,108,136
40,0,1028,160,74,154
40,120,860,206,140,164
40,114,1362,232,134,98
40,1,186,370,124,194
40,98,0,804,64,196
41,112,490,158,108,138
41,0,1028,164,74,152
41,120,860,208,142,164
41,114,1360,234,134,98
41,1,184,368,104,162
41,98,0,802,64,228
42,112,490,160,106,192
42,0,1028,164,74,152
42,120,860,218,138,152
42,114,1356,226,184,124
42,1,182,368,106,158
42,98,0,800,64,226
43,112,490,160,104,192
43,0,1026,164,74,152
43,120,858,220,136,146
43,114,1354,226,186,124
43,1,182,368,102,164
43,98,0,796,64,226
44,112,378,50,130,142
44,143,494,158,100,194
44,0,1024,166,76,150
44,114,1352,232,138,100
44,1,178,366,106,166
44,98,0,792,66,232
44,120,853.9381103515625,220.34375,136,146
45,143,494,158,100,196
45,0,1024,166,72,150
45,114,1352,234,136,96
45,1,174,364,96,198
45,98,0,790,66,232
45,120,851.3725891113281,221.609375,136,146
46,143,494,158,100,206
46,114,1352,234,138,96
46,1,174,364,94,196
46,98,0,788,66,232
46,120,847.8133544921875,222.2421875,136,146
47,143,494,160,98,206
47,120,854,216,112,152
47,114,1342,234,144,98
47,1,170,362,98,160
47,98,0,786,66,234
48,143,492,160,98,202
48,1,168,362,100,160
48,98,0,786,68,216
48,120,846.6589412689209,217.7978515625,112,152
49,143,404,46,104,140
49,166,492,160,98,202
49,98,0,784,68,218
49,1,167.91396718346127,361.70634250271894,100,160
49,120,843.2528676986694,217.05712890625,112,152
50,166,492,160,96,206
50,98,0,782,70,216
50,143,425.875,74.71875,104,140
50,1,164.89321157676798,361.518711254531,100,160
50,120,840.2365527153015,216.686767578125,112,152
51,166,492,170,96,198
51,98,0,782,70,216
51,172,386,992,90,88
51,1,165.18282919578462,361.42489563043705,100,160
51,120,836.1882035732269,216.5015869140625,112,152
52,166,492,172,94,194
52,98,0,826,72,170
52,172,386,986,92,94
52,1,163.72763953117186,361.37798781839007,100,160
52,120,834.2504395246506,216.40899658203125,112,152
53,166,490,174,96,192
53,98,0,824,72,190
53,172,386,986,96,94
53,1,163.75004469886548,361.35453391236655,100,160
54,166,490,174,94,194
54,98,0,822,72,190
54,172,388,984,96,96
54,1,161.51124728271228,361.3428069593548,100,160
55,166,488,174,94,194
55,183,1316,200,156,130
55,184,846,204,88,164
55,98,0,832,74,172
55,172,388,984,98,96
55,1,161.89184857463567,361.33694348284894,100,160
56,166,490,174,90,194
56,184,846,220,88,148
56,98,0,832,74,176
56,172,390,982,96,98
56,1,161.5821492205974,361.334011744596,100,160
57,184,846,156,96,212
57,166,488,176,90,192
57,98,0,822,74,186
57,172,390,970,98,110
57,1,161.42729954357824,361.3325458754695,100,160
58,98,0,834,76,172
58,172,392,960,96,120
58,184,841.6000061035156,173.0,96,212
58,166,488.361328125,175.4910888671875,90,192
59,166,492,176,80,194
59,172,390,964,100,116
59,184,837.3316879272461,165.5,96,212
60,199,60,358,158,120
60,200,0,834,76,172
60,172,388,972,102,108
60,166,490.992919921875,176.0231475830078,80,194
60,184,831.6677742004395,161.05999755859375,96,212
61,166,448,84,126,200
61,200,0,834,76,172
61,172,388,956,102,124
61,199,60.0,358.0,158,120
61,184,826.3357334136963,157.6699981689453,96,212
62,166,494,176,80,202
62,199,58,356,156,122
62,200,0,832,76,172
62,172,388,950,104,130
62,184,823.099720954895,157.11499786376953,96,212
63,166,452,84,120,296
63,199,58,356,154,122
63,200,0,834,76,170
63,172,388,948,104,132
64,166,454,90,116,198
64,199,60,356,150,120
64,200,0,834,74,170
64,172,388,942,102,138
65,166,454,90,116,198
65,199,58,354,152,122
65,172,390,938,100,142
66,199,58,356,148,120
66,221,0,834,74,170
66,172,390,934,100,146
66,166,451.60100185871124,84.35105191916227,116,198
67,166,458,86,112,206
67,199,72,356,132,120
67,172,390,930,98,150
68,166,460,90,108,204
68,199,70,354,132,122
68,172,390,926,98,154
69,166,460,92,108,202
69,199,68,354,132,122
69,172,388,924,102,150
70,166,460,94,106,142
70,199,68,354,130,120
70,172,388,928,102,144
71,166,464,90,102,204
71,199,66,354,130,120
71,172,386,922,104,148
72,166,464,90,102,206
72,199,66,354,128,120
72,172,386,924,104,146
73,166,464,90,104,206
73,172,386,918,102,146
73,199,63.70500612258911,353.9520230293274,128,120
74,166,468,90,102,206
74,199,56,356,136,118
74,172,386,916,102,140
75,166,456,90,110,208
75,199,60,356,130,118
75,172,386,914,102,138
76,166,456,86,110,212
76,199,60,354,130,118
76,172,388,912,98,138
77,166,468,86,100,214
77,172,388,908,98,140
77,199,57.26207722350955,354.7242899648845,130,118
78,166,468,90,100,210
78,172,390,906,96,138
78,199,57.83881944231689,354.553947834298,130,118
79,166,468,90,100,212
79,172,390,902,94,140
79,199,57.62719055172056,354.46877676900476,130,118
80,172,390,898,94,140
80,166,469.03835711819073,90.71266777930163,100,212
80,199,57.521376106422395,354.42619123635814,130,118
81,172,392,892,94,142
81,166,469.5504298467091,90.88492448376056,100,212
81,199,57.068459728499874,354.4048984700348,130,118
82,172,392,888,94,142
82,166,469.8064662109683,91.1510531411658,100,212
82,199,57.14200840599369,354.39425208687317,130,118
83,172,390,888,98,140
83,166,469.93448439309793,91.28411746986842,100,212
83,199,57.07878045592224,354.38892889529234,130,118
84,172,390,882,100,142
84,166,469.99849348416274,91.35064963421974,100,212
84,199,57.04716648088652,354.3862672995019,130,118
85,263,36,832,112,138
85,172,390,882,100,140
85,166,470.03049802969514,91.38391571639539,100,212
85,199,57.031359493368655,354.3849365016067,130,118
86,263,36,832,112,134
86,172,392,874,100,146
86,166,470.04650030246137,91.40054875748322,100,212
87,263,38,820,126,144
87,172,392,874,100,144
87,166,470.05450143884445,91.40886527802714,100,212
88,263,40,820,108,144
88,172,392,870,100,148
88,166,470.058502007036,91.41302353829909,100,212
89,263,40,820,112,140
89,172,392,868,102,150
90,263,40,816,112,142
90,172,392,868,102,150
91,172,392,862,102,156
92,276,42,816,128,132
92,172,392,860,102,154
93,172,394,858,100,146
94,172,394,854,100,156
95,172,394,852,98,166
96,281,970,224,56,144
96,282,26,698,66,162
96,172,396,848,96,152
97,281,968,224,56,140
